,post_code,post_code_suffix
8888,98103,4936
8889,98092,5307
8890,98092,5304
8891,98092,5305
8892,98023,2971
8893,98023,2958
8894,98023,2969
8895,98023,2932
8896,98023,2913
8897,98023,2933
8898,98115,4733
8899,98115,5848
8900,98115,5845
8901,98115,5812
8902,98115,5816
8903,98115,6542
8904,98115,6519
8905,98117,2003
8906,98117,2107
8907,98198,3433
8908,98042,4570
8909,98052,1907
8910,98072,7034
8911,98072,7015
8912,98072,7016
8913,98072,7041
8914,98072,7025
8915,98072,8463
8916,98072,8420
8917,98072,8460
8918,98072,6488
8919,98136,2155
8920,98136,2159
8921,98133,3425
8922,98133,3101
8923,98133,3509
8924,98133,3514
8925,United States,98133
8926,United States,98008
8927,98155,6605
8928,98125,4810
8929,98001,4131
8930,98001,3625
8931,98001,3625
8932,98001,3871
8933,98001,4108
8934,United States,98001
8935,98001,3832
8936,98001,3857
8937,98001,3511
8938,98023,5608
8939,98023,5612
8940,98023,5503
8941,98023,5620
8942,98023,5610
8943,98023,5604
8944,98023,5640
8945,98023,5636
8946,98023,5643
8947,98023,5651
8948,98023,5651
8949,98023,5611
8950,98023,4904
8951,98023,4901
8952,98023,4903
8953,98023,4902
8954,98023,5520
8955,98023,5548
8956,98023,4913
8957,98023,5553
8958,98023,5557
8959,98023,5556
8960,98023,4914
8961,United States,98023
8962,98023,5212
8963,98023,5203
8964,98023,5215
8965,98023,5319
8966,98031,1336
8967,98031,1342
8968,98103,3907
8969,98103,3905
8970,98117,2151
8971,98117,2117
8972,98003,6365
8973,98003,6366
8974,98003,7305
8975,98126,3509
8976,98126,3332
8977,98126,3333
8978,98126,3333
8979,98126,3326
8980,98011,3606
8981,98023,6927
8982,98023,3117
8983,98116,1631
8984,United States,98116
8985,98116,1703
8986,98116,1731
8987,98116,1717
8988,98116,1605
8989,United States,98116
8990,98116,1908
8991,98116,1625
8992,98116,1910
8993,98116,1926
8994,98116,2105
8995,98116,1921
8996,98116,1929
8997,98116,2004
8998,98116,2001
8999,98116,2002
9000,98126,2052
9001,98126,2053
9002,98126,2053
9003,98126,2022
9004,98126,2119
9005,98126,2045
9006,98116,2413
9007,98116,2418
9008,98116,2311
9009,98116,2414
9010,98116,2436
9011,98116,2421
9012,98116,2916
9013,98116,3215
9014,98116,3202
9015,98116,3202
9016,98116,3206
9017,United States,98116
9018,98116,2330
9019,98178,3836
9020,98010,1277
9021,98010,1281
9022,98106,1435
9023,98126,2961
9024,98126,2916
9025,98126,2226
9026,98126,2404
9027,98126,2422
9028,98126,2439
9029,98006,5339
9030,98006,5339
9031,98027,2742
9032,98177,2139
9033,98177,2139
9034,98107,2044
9035,98107,2021
9036,98155,1625
9037,98166,4002
9038,98053,7649
9039,98053,7644
9040,98053,2000
9041,98004,2441
9042,98004,2406
9043,98056,2439
9044,98056,2430
9045,98115,6225
9046,98115,6222
9047,98115,6257
9048,98126,2402
9049,98126,2527
9050,98126,2370
9051,98126,2513
9052,98126,2540
9053,98126,2661
9054,98126,2523
9055,98126,2609
9056,98126,2609
9057,98126,2616
9058,98072,9013
9059,98133,6117
9060,98133,6107
9061,98039,4807
9062,United States,98056
9063,98004,3241
9064,98031,2016
9065,98031,2016
9066,98031,2018
9067,98031,2069
9068,98148,2062
9069,98148,2000
9070,98148,2000
9071,98022,2124
9072,98146,1084
9073,98148,2169
9074,98148,2168
9075,98006,3424
9076,98006,3422
9077,98006,3422
9078,98023,2516
9079,98125,3709
9080,98125,3725
9081,98125,3734
9082,98125,3840
9083,98125,3816
9084,98008,6126
9085,98008,6101
9086,98008,2063
9087,98034,3361
9088,98034,3361
9089,98034,3360
9090,98052,6064
9091,98052,6064
9092,98052,3705
9093,98005,1705
9094,98166,2701
9095,98126,2114
9096,98011,7100
9097,98052,6555
9098,98001,3744
9099,98001,3762
9100,98007,6915
9101,98006,3215
9102,98006,3229
9103,98006,3240
9104,98006,3254
9105,98006,3265
9106,98006,3219
9107,98006,3258
9108,98006,3258
9109,98006,3237
9110,98006,3235
9111,98059,5455
9112,98011,7102
9113,98011,7116
9114,98106,1138
9115,98040,3349
9116,98106,2612
9117,98106,2716
9118,98059,6326
9119,98059,6313
9120,98059,6313
9121,98059,6300
9122,98059,6335
9123,98059,6311
9124,98033,7537
9125,98146,1115
9126,98146,1117
9127,98126,2530
9128,98126,2542
9129,98126,2529
9130,98126,2518
9131,98040,2638
9132,98077,6606
9133,98077,6606
9134,98047,1440
9135,98047,1467
9136,98047,1472
9137,98047,1471
9138,98122,6320
9139,98168,6601
9140,98040,3931
9141,98033,7202
9142,United States,98033
9143,98033,7218
9144,98178,2235
9145,98178,2209
9146,98178,2411
9147,98133,5320
9148,98117,4147
9149,98117,4147
9150,98117,4144
9151,98117,4135
9152,98117,4125
9153,98117,3345
9154,98117,3338
9155,98117,4129
9156,98117,4123
9157,98117,4133
9158,98117,4130
9159,98117,4143
9160,98117,4143
9161,98058,9176
9162,98032,7157
9163,98116,4318
9164,98031,2977
9165,United States,98038
9166,United States,98038
9167,98038,5828
9168,98038,5819
9169,98038,5809
9170,98038,5586
9171,98038,7518
9172,98038,7543
9173,98045,9654
9174,98045,9356
9175,98045,9641
9176,98045,9642
9177,98045,9638
9178,98045,9320
9179,98045,9637
9180,98045,9696
9181,98045,9305
9182,98045,9360
9183,98045,9016
9184,98045,9623
9185,98045,9623
9186,98045,9343
9187,98045,9620
9188,98045,9626
9189,98045,9628
9190,98045,9618
9191,98045,9003
9192,98045,9017
9193,98045,9643
9194,98045,9641
9195,98045,9641
9196,98045,9641
9197,98045,9641
9198,98045,9640
9199,98045,9347
9200,98038,8371
9201,98038,8554
9202,98038,8500
9203,United States,98072
9204,98027,4617
9205,98027,4606
9206,98118,4244
9207,98118,4244
9208,98052,4635
9209,98033,7708
9210,98033,7607
9211,98033,7607
9212,98033,7636
9213,98027,4543
9214,98027,4536
9215,98003,4218
9216,98136,1329
9217,98136,1321
9218,98125,5236
9219,98065,9623
9220,98065,9623
9221,98065,9621
9222,98155,2436
9223,98034,2629
9224,98034,2629
9225,98034,2629
9226,98006,7146
9227,98031,2488
9228,98031,2488
9229,98052,6433
9230,98052,4747
9231,98052,4729
9232,98133,6022
9233,98108,2362
9234,98008,5820
9235,98125,7848
9236,98125,7827
9237,98125,7841
9238,98118,6111
9239,98057,3402
9240,98103,3102
9241,98072,7968
9242,98072,7960
9243,98005,8012
9244,98103,5045
9245,98105,2038
9246,98105,2045
9247,98105,2121
9248,98105,2166
9249,98105,2035
9250,98065,9411
9251,98052,3706
9252,98055,6499
9253,98056,3626
9254,98056,3627
9255,98056,3652
9256,98056,3666
9257,98056,3666
9258,98056,3656
9259,98056,3656
9260,98034,4414
9261,98034,1032
9262,98034,1006
9263,98034,4480
9264,98034,4481
9265,98034,4403
9266,98034,4410
9267,98034,4482
9268,98034,1039
9269,98034,1018
9270,98034,4402
9271,98034,1027
9272,98034,1027
9273,98056,2038
9274,98056,2034
9275,98056,2062
9276,98103,4828
9277,98103,4831
9278,98077,7700
9279,98042,5411
9280,98042,5327
9281,98042,8548
9282,98042,5457
9283,98042,5436
9284,98042,5436
9285,98042,5471
9286,98102,4214
9287,98116,3552
9288,98001,2234
9289,98011,2223
9290,98109,3218
9291,98177,5216
9292,98002,4429
9293,98002,7850
9294,98002,7868
9295,98126,4020
9296,98053,7945
9297,98045,8601
9298,98045,8600
9299,98023,2543
9300,98023,2730
9301,98075,8127
9302,98075,8127
9303,98052,4122
9304,98052,4135
9305,98052,4176
9306,98052,4123
9307,98031,2190
9308,98072,8742
9309,98077,8867
9310,98072,9279
9311,98103,6447
9312,98103,6036
9313,98103,6535
9314,98103,6626
9315,98103,6606
9316,98034,3539
9317,98072,9661
9318,98072,9651
9319,98103,5817
9320,98103,5633
9321,98103,5628
9322,98103,5622
9323,98103,5646
9324,98103,5837
9325,98034,5815
9326,98115,5550
9327,98115,5553
9328,98115,6423
9329,98107,2070
9330,98103,5801
9331,98107,2047
9332,98107,3434
9333,98107,3432
9334,98103,6023
9335,98107,3419
9336,98004,2723
9337,98004,2709
9338,98004,2709
9339,98004,2724
9340,United States,98004
9341,98004,2703
9342,98004,2812
9343,98004,2719
9344,98198,9135
9345,98198,9135
9346,98198,9334
9347,98198,9305
9348,98198,9315
9349,98198,9331
9350,98198,9321
9351,98198,9337
9352,98177,3439
9353,98005,4637
9354,98005,4636
9355,98005,4643
9356,98005,3904
9357,98005,4629
9358,98005,3812
9359,98005,3826
9360,98005,3822
9361,98005,3804
9362,98005,4244
9363,98023,2742
9364,98023,2758
9365,98023,2751
9366,98023,2719
9367,98023,2729
9368,98023,7743
9369,98023,7721
9370,98023,7721
9371,98023,7721
9372,98023,7723
9373,98023,7726
9374,98023,7726
9375,98023,2723
9376,98023,2720
9377,98001,8505
9378,United States,98001
9379,98001,8501
9380,98001,8503
9381,98033,7728
9382,98027,2616
9383,98027,2639
9384,98027,2642
9385,98027,2643
9386,98027,2641
9387,98027,2627
9388,98115,6842
9389,98115,6939
9390,98115,6847
9391,98115,6848
9392,98115,6841
9393,98115,6841
9394,98115,5732
9395,98115,5754
9396,98115,5737
9397,98115,5737
9398,United States,98115
9399,98115,5736
9400,98103,6220
9401,98103,6241
9402,98105,3729
9403,98105,3706
9404,98105,3723
9405,98105,3701
9406,98103,5954
9407,98103,5714
9408,98103,5954
9409,98103,5917
9410,98103,5935
9411,98103,5717
9412,98103,5921
9413,98103,5928
9414,98006,4802
9415,98006,4801
9416,98006,4328
9417,98006,4346
9418,98006,4374
9419,98115,2445
9420,98115,2445
9421,98072,8919
9422,98008,2040
9423,98008,2019
9424,98008,2036
9425,98004,1640
9426,98148,1841
9427,98148,2051
9428,98148,2027
9429,98005,4325
9430,98005,4222
9431,98109,3202
9432,98109,3280
9433,98116,2940
9434,98116,2913
9435,98034,1652
9436,98034,5013
9437,98052,1324
9438,98178,2869
9439,98022,8871
9440,98022,8854
9441,98004,1661
9442,98004,1223
9443,98004,1207
9444,98004,7694
9445,98004,7649
9446,98004,1319
9447,98004,1304
9448,98004,1318
9449,98004,1301
9450,98004,1227
9451,98125,6845
9452,98122,6144
9453,98105,5619
9454,98122,5713
9455,98122,3013
9456,98122,3018
9457,98122,3117
9458,98122,3203
9459,98122,3204
9460,98122,3264
9461,98122,3258
9462,98112,4901
9463,98112,4823
9464,98122,3121
9465,98122,6438
9466,98122,6428
9467,98122,6466
9468,98122,6449
9469,98122,6558
9470,98122,6558
9471,98122,6521
9472,98122,6525
9473,98118,3451
9474,98118,3424
9475,98118,3460
9476,98102,4520
9477,98144,6901
9478,98144,6902
9479,98144,7005
9480,98144,7002
9481,98144,7002
9482,98144,6907
9483,98144,7104
9484,98144,7015
9485,98032,5600
9486,98032,9725
9487,98032,5642
9488,98056,3303
9489,98122,5115
9490,98122,5015
9491,98116,2917
9492,98116,3008
9493,98126,3445
9494,98126,3445
9495,98126,3439
9496,98126,3436
9497,98040,3829
9498,98166,1752
9499,98166,1714
9500,98065,9073
9501,98065,9078
9502,98065,9076
9503,98031,3107
9504,98144,3005
9505,98075,9329
9506,98065,9075
9507,98022,2375
9508,98028,2729
9509,98030,9043
9510,United States,98034
9511,98056,2899
9512,98030,9032
9513,98030,9213
9514,98056,3293
9515,98116,3810
9516,98029,7662
9517,98074,3656
9518,98074,3657
9519,98056,8853
9520,98059,3474
9521,98065,9770
9522,98029,7662
9523,98059,3466
9524,98199,3324
9525,98168,1969
9526,98019,8198
9527,98177,2555
9528,98075,9115
9529,98065,9006
9530,98001,2013
9531,98038,5256
9532,98038,5250
9533,98019,8191
9534,98028,2078
9535,98052,6224
9536,98075,6248
9537,98075,6248
9538,98056,8384
9539,98028,3709
9540,98126,3044
9541,98116,2936
9542,98033,7116
9543,98092,2048
9544,98001,3515
9545,98007,3200
9546,98022,9469
9547,98168,6209
9548,98001,2322
9549,98001,2322
9550,98059,3471
9551,98059,3472
9552,98059,3461
9553,98006,6425
9554,98029,7667
9555,98028,4921
9556,98056,8872
9557,98056,8857
9558,98056,8861
9559,98030,9032
9560,98030,9034
9561,98001,8762
9562,98001,8758
9563,98022,6419
9564,98074,7219
9565,98028,7400
9566,98002,6019
9567,98053,5848
9568,98053,5843
9569,98053,9072
9570,98075,8151
9571,98075,8152
9572,98019,8191
9573,98019,8196
9574,98019,8196
9575,98005,4223
9576,98065,9747
9577,98065,9764
9578,98065,9754
9579,98065,9359
9580,98065,9359
9581,98065,9362
9582,98065,9008
9583,98065,9074
9584,98065,9074
9585,98058,9722
9586,98056,8013
9587,98056,8019
9588,98074,4383
9589,98074,4478
9590,98022,2371
9591,98038,5249
9592,98038,5255
9593,98038,5258
9594,98038,5259
9595,98038,5240
9596,98103,3930
9597,98038,7914
9598,98001,1928
9599,98056,1475
9600,98075,9114
9601,98059,4556
9602,98038,6799
9603,United States,98065
9604,98042,4390
9605,98019,8572
9606,United States,98038
9607,98056,8021
9608,98092,9261
9609,98038,4700
9610,98053,1950
9611,98042,4161
9612,98126,2624
9613,98056,2798
9614,98074,7288
9615,98056,8882
9616,98019,7922
9617,98028,2800
9618,98059,4567
9619,98052,8558
9620,98038,4703
9621,98074,3685
9622,98055,6562
9623,98059,3477
9624,98030,0713
9625,98059,3466
9626,98056,8885
9627,98065,9024
9628,98059,3466
9629,98075,4111
9630,98074,7288
9631,98122,5930
9632,98042,8707
9633,98075,9338
9634,98052,8571
9635,98075,4113
9636,98075,4109
9637,98075,4109
9638,98075,4111
9639,98074,7083
9640,98074,7082
9641,98074,7081
9642,98034,3404
9643,98075,8605
9644,98178,4551
9645,98033,7419
9646,98074,6706
9647,98019,8566
9648,98059,3090
9649,98074,3559
9650,98074,3559
9651,98074,3568
9652,98042,6668
9653,98001,2242
9654,98058,6709
9655,98058,6709
9656,98177,4203
9657,98136,2801
9658,United States,98033
9659,98052,3157
9660,98052,3158
9661,98052,3158
9662,98107,2127
9663,98052,2315
9664,98074,3683
9665,98092,3373
9666,98075,7210
9667,98075,7207
9668,98075,7204
9669,98075,7204
9670,98075,7204
9671,98075,7210
9672,98059,3478
9673,98042,3974
9674,98028,4327
9675,98051,8214
9676,98051,8216
9677,United States,98051
9678,98051,8205
9679,98038,6795
9680,98038,4705
9681,98038,4706
9682,United States,98092
9683,98052,2627
9684,98019,6326
9685,98019,6206
9686,98019,6321
9687,98019,6321
9688,98019,6320
9689,98019,6328
9690,98019,6327
9691,98028,6402
9692,98052,2327
9693,98029,9202
9694,98042,8386
9695,98042,8386
9696,98029,6801
9697,98029,6801
9698,98074,3419
9699,98074,3410
9700,98075,9324
9701,98075,9341
9702,98053,1944
9703,98053,1951
9704,98053,2029
9705,98065,9068
9706,98065,9068
9707,98065,9064
9708,98065,9065
9709,98065,9456
9710,98065,9457
9711,98118,4803
9712,98042,4156
9713,98042,4168
9714,98024,7424
9715,98075,7987
9716,98075,7987
9717,98001,1932
9718,98001,1918
9719,98058,9548
9720,98058,4205
9721,98011,1800
9722,98001,8768
9723,98038,2005
9724,98053,5615
9725,98074,6512
9726,98056,8887
9727,98034,2320
9728,98038,2001
9729,98053,2026
9730,98038,2001
9731,98038,2005
9732,98038,5269
9733,98058,9592
9734,98042,3917
9735,98038,2001
9736,98038,2006
9737,98001,4436
9738,98075,8164
9739,98056,8891
9740,98075,5911
9741,98072,4320
9742,United States,98059
9743,98118,1353
9744,98117,4734
9745,98115,6851
9746,98038,2006
9747,98074,6512
9748,98053,1952
9749,98059,4890
9750,98058,9592
9751,98056,5802
9752,98056,8896
9753,98001,8770
9754,98053,5606
9755,98075,9339
9756,98023,7299
9757,98038,7929
9758,98075,9334
9759,98072,4328
9760,98008,6134
9761,98075,8161
9762,98038,2000
9763,98034,2577
9764,98038,7929
9765,98072,4325
9766,98053,5616
9767,98072,4324
9768,98125,6614
9769,98038,2000
9770,98056,5807
9771,98075,7903
9772,98053,5616
9773,98010,9404
9774,98053,2066
9775,98038,2019
9776,98053,5627
9777,98092,2053
9778,98001,3877
9779,98038,7939
9780,98001,4434
9781,98011,3655
9782,98038,2013
9783,98056,7405
9784,98038,5281
9785,98075,8161
9786,98065,8908
9787,98058,9585
9788,98065,8915
9789,98058,9330
9790,98058,9330
9791,98155,1726
9792,98042,3276
9793,98056,2295
9794,98042,4149
9795,98058,9585
9796,United States,98092
9797,98033,5567
9798,98028,1602
9799,98074,3484
9800,United States,98038
9801,98038,5133
9802,98001,8769
9803,98001,8767
9804,98092,8731
9805,98038,2001
9806,98038,2010
9807,98038,2010
9808,98042,4425
9809,98042,4886
9810,98042,4851
9811,98001,3869
9812,98053,2050
9813,98075,9342
9814,98027,5607
9815,United States,98019
9816,98019,8480
9817,98074,7088
9818,98074,7089
9819,98178,3314
9820,98038,5113
9821,98074,3470
9822,98092,2191
9823,98038,5134
9824,98001,8767
9825,98059,3488
9826,98059,3480
9827,98118,3227
9828,United States,98056
9829,98033,4418
9830,98033,4407
9831,98092,3843
9832,98038,2000
9833,98038,2001
9834,98038,2011
9835,98038,2011
9836,98038,2015
9837,98059,8543
9838,98038,7929
9839,98038,7932
9840,United States,98031
9841,98042,4888
9842,98038,5273
9843,98053,2049
9844,98053,1952
9845,98059,9220
9846,98059,9243
9847,98065,8921
9848,98065,9018
9849,98065,9086
9850,98019,8464
9851,98019,8464
9852,98034,2318
9853,98027,5606
9854,98027,5616
9855,98027,5615
9856,98027,5606
9857,98075,5910
9858,98075,5902
9859,98075,5908
9860,98058,9598
9861,98058,4205
9862,98065,8907
9863,98042,5838
9864,98065,8918
9865,98053,5638
9866,98053,2066
9867,98059,7059
9868,98065,8926
9869,United States,98065
9870,98056,1017
9871,98056,4009
9872,98059,6720
9873,98029,7359
9874,98042,5835
9875,98059,4568
9876,98059,3641
9877,98056,3339
9878,98001,3881
9879,98029,7357
9880,98029,7385
9881,98075,6059
9882,98065,8928
9883,98027,5620
9884,98027,5626
9885,98027,5621
9886,98053,5635
9887,98042,4188
9888,98023,7063
9889,98029,7625
9890,98029,7625
9891,98038,5132
9892,98059,2900
9893,98059,6316
9894,98057,3959
9895,98116,4008
9896,98001,8711
9897,98029,7349
9898,98029,7359
9899,98029,7352
9900,98029,7352
9901,98029,7351
9902,98029,7351
9903,98029,7625
9904,98029,7342
9905,98029,3659
9906,98075,8164
9907,98056,5811
9908,98059,5195
9909,98059,5195
9910,98031,1511
9911,98028,2823
9912,98059,5194
9913,98059,5193
9914,98065,8912
9915,98065,8903
9916,98065,8903
9917,98065,8906
9918,98065,8906
9919,98065,8931
9920,98029,7502
9921,98038,5125
9922,98056,1017
9923,98042,4195
9924,98053,5638
9925,98042,8232
9926,98106,1625
9927,98052,2803
9928,98042,5830
9929,98075,5956
9930,98058,4215
9931,98053,1964
9932,98042,4177
9933,98038,2025
9934,98053,1968
9935,98023,7064
9936,98058,9344
9937,98053,1968
9938,98053,5636
9939,98058,4212
9940,98053,1966
9941,98058,4219
9942,98072,8711
9943,98075,5956
9944,98075,6064
9945,98042,4191
9946,98075,6064
9947,98118,2519
9948,98033,5228
9949,98075,6066
9950,98042,6134
9951,98092,2104
9952,98092,2105
9953,98092,2168
9954,98074,3480
9955,98038,6759
9956,United States,98038
9957,98038,3316
9958,98056,1103
9959,98038,3335
9960,98053,2063
9961,98053,2053
9962,98042,8801
9963,98042,8805
9964,98042,8808
9965,98075,5959
9966,98059,9148
9967,98177,3506
9968,98109,3280
9969,98042,6000
9970,98042,6121
9971,98055,5101
9972,98052,2916
9973,98074,3482
9974,98074,3477
9975,98042,4162
9976,98023,7064
9977,United States,98042
9978,98042,6109
9979,98038,5132
9980,98038,5124
9981,98038,5102
9982,98042,5832
9983,98056,2257
9984,98042,7406
9985,98119,3641
9986,98106,2333
9987,98038,2025
9988,98038,2025
9989,98038,5121
9990,98038,3334
9991,98042,8806
9992,98010,1311
9993,98042,8272
9994,98011,2280
9995,98053,5634
9996,98053,5634
9997,98199,2805
9998,98052,2811
9999,98038,5138
10000,98053,1974
10001,98072,7929
10002,98029,3602
10003,98053,5656
10004,98058,8861
10005,98058,8860
10006,98053,1978
10007,98029,3628
10008,98042,8285
10009,98029,3609
10010,98065,8956
10011,98034,6030
10012,98059,4579
10013,98053,5642
10014,98034,6030
10015,98053,1992
10016,98133,5450
10017,98042,4392
10018,98070,5249
10019,98122,3029
10020,98029,9204
10021,98092,3131
10022,98042,4392
10023,98029,9204
10024,98029,3609
10025,98065,8975
10026,98065,8994
10027,98065,8952
10028,98075,8175
10029,98038,6000
10030,United States,98038
10031,98065,8973
10032,98065,8954
10033,98112,4801
10034,98065,8973
10035,98058,4230
10036,98065,8958
10037,98065,8975
10038,98038,5141
10039,98065,8984
10040,98038,7913
10041,98065,8976
10042,98053,1987
10043,98053,5653
10044,98058,4230
10045,98058,4227
10046,98053,1990
10047,98001,5147
10048,98075,4211
10049,98199,2803
10050,98058,6622
10051,98075,5952
10052,98075,8174
10053,98028,6310
10054,98075,8627
10055,98125,5129
10056,United States,98118
10057,United States,98118
10058,98118,4044
10059,98118,4044
10060,98118,3765
10061,98118,6463
10062,98029,3602
10063,98029,3602
10064,98029,7804
10065,98029,2602
10066,98092,3379
10067,98038,8506
10068,98038,7913
10069,98038,6000
10070,98074,7296
10071,98074,7296
10072,98074,7295
10073,98038,5139
10074,98065,8949
10075,98065,8948
10076,98065,8948
10077,98065,8975
10078,98065,8980
10079,98065,8984
10080,98065,8950
10081,98065,8932
10082,98030,8611
10083,98053,5646
10084,98053,5649
10085,98075,7992
10086,98075,5965
10087,98075,5968
10088,98075,5973
10089,98092,3246
10090,98118,4249
10091,98052,0569
10092,98058,4226
10093,98059,4702
10094,98042,9012
10095,98023,8010
10096,98023,7397
10097,98038,6809
10098,98033,4701
10099,98029,3665
10100,98029,3629
10101,98029,3634
10102,98038,6855
10103,98038,6048
10104,98038,6097
10105,98038,6815
10106,98038,6816
10107,98038,6824
10108,98038,6815
10109,98038,3336
10110,98053,1985
10111,98053,1985
10112,98053,5674
10113,98053,5677
10114,98053,5678
10115,98053,5678
10116,98053,5680
10117,98053,5682
10118,98053,5684
10119,98133,5902
10120,98001,1125
10121,98052,1614
10122,98038,6859
10123,98038,7948
10124,98038,6878
10125,98038,6878
10126,98038,6875
10127,98075,5975
10128,98024,8602
10129,98033,5704
10130,United States,98027
10131,98027,4205
10132,98019,7260
10133,98001,3801
10134,98002,4648
10135,98155,2602
10136,98092,2710
10137,98075,8168
10138,98027,5607
10139,98075,6054
10140,98074,3478
10141,98042,4179
10142,98075,6070
10143,98028,2089
10144,98029,7804
10145,98075,4212
10146,98075,5977
10147,98033,8021
10148,98074,7092
10149,98075,8173
10150,98038,5141
10151,98075,6074
10152,98065,8702
10153,98065,8932
10154,98065,8703
10155,98055,6800
10156,98052,2335
10157,98075,5968
10158,98059,5053
10159,98052,2273
10160,98038,3341
10161,98038,3345
10162,98038,3346
10163,98059,7067
10164,98056,2226
10165,98028,6624
10166,98056,1028
10167,98056,1030
10168,98052,0600
10169,98001,5167
10170,98001,2651
10171,98001,5173
10172,98038,3337
10173,98038,3347
10174,98038,3347
10175,98052,6899
10176,98027,5655
10177,98027,5656
10178,98038,7411
10179,98052,2987
10180,98072,8776
10181,98038,7948
10182,98038,6859
10183,98136,2601
10184,98136,2238
10185,United States,98051
10186,98006,1931
10187,98045,8616
10188,98074,7305
10189,98001,9420
10190,98001,3730
10191,98001,3730
10192,98106,2503
10193,98006,5100
10194,98199,1105
10195,98042,8286
10196,98125,6551
10197,98029,3654
10198,98029,3654
10199,98056,5826
10200,98056,4020
10201,98056,4022
10202,98075,6075
10203,98001,4404
10204,98031,0202
10205,98033,4935
10206,98029,7802
10207,98038,2034
10208,98038,2041
10209,98038,2041
10210,98038,2041
10211,98065,9471
10212,98065,9472
10213,98042,3290
10214,98059,4588
10215,98056,2624
10216,98030,7048
10217,98001,1920
10218,98092,3244
10219,98001,1203
10220,98029,3654
10221,98031,0207
10222,98042,4833
10223,98038,2041
10224,98047,1124
10225,98047,1124
10226,98065,9466
10227,98075,8174
10228,98059,9275
10229,98052,2267
10230,98027,5652
10231,98075,5974
10232,98052,2664
10233,98038,2035
10234,98144,3136
10235,98001,1933
10236,98075,4114
10237,98034,1312
10238,98059,9271
10239,98059,9275
10240,98075,8172
10241,98075,6076
10242,98056,4023
10243,98117,2525
10244,98072,5517
10245,98075,5972
10246,98075,5972
10247,98075,4714
10248,98075,4714
10249,98092,2253
10250,98030,7047
10251,98052,1614
10252,98029,2619
10253,98038,2028
10254,98038,2035
10255,98038,2039
10256,98038,2045
10257,98038,2042
10258,98038,2042
10259,98002,6828
10260,98031,0207
10261,98065,8712
10262,98065,9466
10263,98027,5655
10264,98027,5652
10265,98028,4752
10266,98119,2817
10267,98030,7834
10268,98001,1906
10269,98033,4427
10270,98092,4084
10271,98117,5728
10272,98092,3242
10273,98065,8950
10274,98065,8947
10275,98019,8534
10276,United States,98053
10277,98053,5659
10278,98126,2979
10279,98033,5938
10280,98033,8254
10281,98178,5506
10282,98075,4115
10283,98052,2252
10284,98033,7012
10285,98029,7363
10286,98065,8998
10287,98126,3112
10288,98126,3112
10289,98029,3615
10290,98065,8995
10291,98065,8994
10292,98065,8995
10293,98065,8996
10294,98027,5651
10295,98072,8773
10296,98052,2680
10297,98052,2680
10298,98038,2037
10299,98042,5266
10300,98042,5229
10301,98052,6899
10302,98178,4922
10303,98033,5413
10304,98177,2220
10305,98028,2044
10306,98052,2284
10307,98042,6846
10308,98042,6851
10309,98042,9232
10310,98042,9224
10311,98042,6828
10312,98052,1618
10313,98059,3405
10314,98001,2527
10315,98033,4702
10316,98059,7083
10317,98001,5177
10318,98001,9564
10319,98059,5254
10320,98059,5254
10321,98059,5052
10322,98059,7063
10323,98059,7076
10324,98059,7083
10325,98059,7063
10326,98053,5697
10327,98053,5705
10328,98053,5699
10329,98053,5699
10330,98053,5713
10331,98053,5695
10332,98053,5693
10333,98056,3233
10334,United States,98038
10335,98115,2408
10336,98038,8618
10337,98072,9258
10338,United States,98027
10339,98040,5813
10340,98103,4047
10341,98022,8859
10342,98006,2612
10343,United States,98007
10344,98155,4203
10345,98052,5737
10346,98029,9202
10347,98056,1723
10348,98065,9099
10349,98092,5300
10350,98126,3166
10351,98029,3653
10352,98027,5650
10353,98199,2812
10354,98033,7717
10355,98056,1025
10356,98038,2029
10357,98038,2037
10358,98072,7935
10359,98065,9466
10360,98065,9466
10361,98065,9468
10362,98065,9476
10363,98065,9477
10364,98065,9466
10365,98065,8719
10366,98065,8720
10367,98065,9010
10368,98065,9015
10369,98065,9015
10370,98065,9015
10371,98027,5655
10372,98027,5652
10373,98092,1900
10374,98042,3291
10375,98030,4926
10376,98072,8768
10377,98072,8815
10378,98038,2040
10379,98136,1015
10380,98092,1913
10381,98055,5801
10382,98006,5641
10383,98092,1900
10384,98112,4227
10385,98019,8103
10386,98056,2616
10387,98056,2616
10388,98033,8809
10389,98056,2265
10390,98115,7836
10391,98059,3497
10392,98059,6036
10393,98042,3906
10394,98042,3296
10395,98042,3299
10396,United States,98106
10397,United States,98106
10398,United States,98106
10399,United States,98106
10400,United States,98106
10401,United States,98106
10402,United States,98106
10403,United States,98106
10404,United States,98106
10405,United States,98106
10406,United States,98106
10407,98028,2096
10408,98028,2088
10409,98029,2619
10410,98029,2622
10411,98029,2622
10412,98029,2619
10413,98029,2628
10414,98029,2629
10415,98029,7414
10416,98029,3684
10417,98029,3684
10418,98029,3684
10419,98029,3685
10420,98029,7813
10421,98031,2202
10422,98059,3998
10423,98038,7947
10424,98074,7099
10425,98010,1316
10426,98002,2356
10427,98059,4375
10428,98059,4378
10429,98059,4378
10430,98059,4377
10431,98052,2262
10432,98065,9496
10433,United States,98024
10434,98056,2467
10435,98059,4871
10436,98038,3352
10437,98038,3353
10438,98031,3973
10439,98029,7812
10440,98136,1825
10441,98001,9571
